244.5,240.0,11.500100135803223
244.5,240.0,12.500100135803223
244.5,241.0,11.500100135803223
243.5,241.0,11.500100135803223
242.5,241.0,11.500100135803223
242.0,240.5,11.011457443237305
242.5,240.5,11.510964393615723
242.5,240.5,11.510964393615723
242.0,242.0,11.000100135803223
241.5,242.0,11.500100135803223
242.0,243.0,11.000100135803223
241.5,243.0,11.500100135803223
241.5,243.0,11.500100135803223
241.5,243.5,11.510964393615723
242.0,242.0,12.000100135803223
242.5,242.0,11.500100135803223
242.0,242.0,12.000100135803223
242.5,242.0,11.500100135803223
243.0,243.0,11.000100135803223
243.0,243.0,12.000100135803223
242.5,244.0,11.500100135803223
242.5,244.0,11.500100135803223
242.0,243.5,11.011457443237305
242.5,242.0,11.500100135803223
242.0,242.0,12.000100135803223
242.0,242.0,12.000100135803223
242.0,242.0,12.000100135803223
242.0,242.5,11.011457443237305
242.5,244.5,10.511998176574707
242.0,245.0,11.000100135803223
242.5,244.0,11.500100135803223
242.5,244.0,11.500100135803223
243.5,243.5,11.510964393615723
243.5,243.0,11.500100135803223
244.0,244.0,11.000100135803223
241.5,250.0,11.500100135803223
242.0,250.0,12.000100135803223
239.5,253.0,11.500100135803223
240.5,254.0,11.500100135803223
239.5,254.0,11.500100135803223
240.5,255.0,11.500100135803223
240.0,255.0,11.000100135803223
240.0,255.0,11.000100135803223
240.5,255.0,11.500100135803223
239.5,254.0,11.500100135803223
239.0,254.0,11.000100135803223
239.0,254.0,11.000100135803223
239.5,254.0,11.500100135803223
239.5,252.5,11.510964393615723
239.5,251.5,11.510964393615723
241.5,249.5,11.510964393615723
241.5,249.5,11.510964393615723
243.5,248.0,11.500100135803223
242.5,246.0,11.500100135803223
243.0,245.5,11.011457443237305
243.0,245.5,11.011457443237305
243.0,245.5,11.011457443237305
243.5,246.0,11.500100135803223
243.5,245.0,11.500100135803223
243.5,245.0,11.500100135803223
243.5,244.0,11.500100135803223
243.5,244.0,11.500100135803223
243.0,243.0454559326172,11.000192642211914
243.5,243.0,11.500100135803223
243.5,244.0,11.500100135803223
243.5,243.0,11.500100135803223
243.5,243.0,11.500100135803223
243.0,242.0,11.000100135803223
242.5,242.0,11.500100135803223
242.0,241.9545440673828,11.000194549560547
241.5,241.0,11.500100135803223
241.5,241.0,11.500100135803223
241.0,241.0,11.000100135803223
240.5,242.0,11.500100135803223
240.5,242.5,11.510964393615723
240.5,243.0,11.500100135803223
241.0,243.0,12.000100135803223
241.5,243.0,11.500100135803223
241.5,244.0,11.500100135803223
240.5,244.0,11.500100135803223
241.0,244.0,12.000100135803223
241.0,243.5,11.011457443237305
241.5,244.0,11.500100135803223
241.0,243.0,11.000100135803223
242.0,243.0,12.000100135803223
242.5,244.0,11.500100135803223
242.5,244.0,11.500100135803223
241.5,244.0,11.500100135803223
241.0,245.0,11.000100135803223
240.0,245.0,11.000100135803223
240.0,245.0,11.000100135803223
239.5,245.0,11.500100135803223
240.5,246.0,11.500100135803223
240.0,245.5,11.011457443237305
239.5,245.5,11.510964393615723
240.0,246.0,11.000100135803223
240.0,246.0,11.000100135803223
240.0,246.0,11.000100135803223
241.0,247.0,12.000100135803223
241.5,247.0,11.500100135803223
242.5,247.0,11.500100135803223
242.0,247.0,11.000100135803223
243.0,246.5,12.010512351989746
244.0,246.0,12.000100135803223
243.5,246.0,11.500100135803223
242.5,247.0,11.500100135803223
243.0,247.0,11.000100135803223
242.0,247.0,11.000100135803223
240.5,247.5,10.511998176574707
240.5,247.0,11.500100135803223
240.0,246.5,11.011457443237305
240.5,246.0,11.500100135803223
240.0,247.0,11.000100135803223
240.5,248.0,11.500100135803223
240.5,248.5,11.510964393615723
240.5,248.0,11.500100135803223
240.5,248.0,11.500100135803223
241.5,248.0,11.500100135803223
240.5,248.5,11.510964393615723
240.0,248.0454559326172,11.000192642211914
240.5,248.0,11.500100135803223
240.0,248.0,11.000100135803223
239.5,249.0,11.500100135803223
240.0,250.0,11.000100135803223
240.0,250.0,11.000100135803223
239.5,249.0,11.500100135803223
239.5,249.0,11.500100135803223
239.5,249.5,11.510964393615723
240.0,248.0,11.000100135803223
240.5,249.0,11.500100135803223
240.5,249.5,11.510964393615723
240.5,249.0,11.500100135803223
