313,139
312,139
312,139
311,138
310,138
310,138
310,138
309,138
309,138
309,138
309,138
309,138
308,137
308,138
308,138
308,138
308,138
308,137
309,138
309,137
309,138
309,137
309,138
310,137
309,137
309,136
310,136
309,136
309,135
310,134
309,134
309,134
308,134
308,133
307,133
307,133
306,133
306,133
306,133
306,132
305,132
305,133
305,133
305,132
306,133
306,133
307,132
306,132
308,132
306,132
306,132
306,132
307,132
306,131
306,130
305,131
305,130
305,130
305,130
305,130
305,130
305,130
305,130
306,130
306,130
306,130
306,130
305,130
305,130
306,130
305,130
305,130
304,130
304,130
304,130
304,130
303,130
304,130
304,130
304,130
304,130
304,129
304,129
304,129
304,129
304,129
304,129
304,129
304,130
303,130
303,130
303,130
303,130
302,131
303,132
303,131
303,131
301,130
302,130
301,130
301,130
301,130
300,129
300,129
300,129
301,129
301,128
301,128
302,128
302,128
302,128
302,128
302,128
302,128
302,127
300,128
301,127
301,128
300,127
299,128
300,128
301,128
301,129
301,128
301,128
301,128
301,129
300,129
300,128
300,128
299,128
299,128
299,128
298,128
298,128
299,129
298,129
298,130
298,130
298,130
298,130
299,130
298,131
298,130
298,131
298,130
298,131
298,130
297,131
297,130
297,130
297,131
297,130
297,131
297,131
297,131
297,130
298,131
297,130
297,131
297,130
297,130
297,130
297,131
297,130
297,130
297,130
296,129
297,129
297,129
296,128
296,128
296,128
296,128
295,128
296,128
296,128
296,127
295,127
296,127
297,127
296,127
297,126
296,125
297,126
297,126
296,126
296,127
297,127
297,128
297,127
297,128
297,127
298,128
298,128
297,127
298,128
296,129
296,129
295,129
295,129
295,129
294,129
294,129
294,129
295,129
294,129
295,128
295,128
294,128
294,129
294,129
293,129
294,129
294,129
293,129
293,129
294,129
294,129
293,129
294,129
293,129
293,129
293,130
294,129
294,129
293,130
294,129
293,130
294,130
294,130
294,130
295,130
294,131
294,130
293,130
294,130
293,130
294,130
293,130
292,130
292,131
292,131
292,131
292,131
292,131
292,131
290,131
292,130
292,130
291,130
293,130
292,130
292,130
292,130
292,130
292,130
292,130
291,131
291,131
291,131
291,132
290,132
290,132
290,131
289,132
289,132
289,132
288,131
289,132
288,132
288,131
288,132
288,131
288,132
288,131
288,132
288,131
288,131
288,131
288,131
288,131
288,131
288,131
287,131
288,131
288,131
288,131
288,131
288,131
287,131
288,131
287,131
288,131
286,131
287,131
287,131
288,130
288,130
287,130
288,130
287,130
288,130
287,130
288,129
286,129
287,129
287,130
287,129
287,130
286,130
286,130
286,130
286,130
286,130
286,130
286,130
285,130
285,130
284,130
285,129
285,129
286,129
286,129
285,129
286,129
286,129
285,129
286,129
286,129
285,129
286,129
285,129
286,129
286,129
286,129
286,129
286,130
286,130
286,130
285,130
286,130
286,130
285,130
285,131
285,131
285,131
285,130
285,130
285,130
286,130
286,130
286,129
286,130
286,130
286,129
286,129
286,129
286,129
286,129
286,129
286,128
285,129
285,129
286,128
285,128
285,128
286,127
286,127
286,128
286,127
286,127
286,126
285,126
285,126
285,126
285,126
285,126
285,126
284,126
285,127
284,126
285,127
284,127
284,127
284,127
284,128
284,128
284,128
284,128
284,128
284,128
283,129
283,129
283,128
284,128
284,128
284,128
284,129
284,129
285,129
284,129
285,129
283,129
283,129
283,129
284,129
283,129
282,129
283,129
283,129
284,129
283,129
283,129
283,129
282,129
283,130
282,130
282,130
282,129
281,130
281,129
281,129
281,129
281,129
282,129
282,129
281,129
282,129
282,129
282,129
283,129
283,129
283,129
283,129
282,129
282,129
282,129
283,129
283,129
283,129
282,129
282,129
282,129
282,129
283,129
283,129
282,129
283,130
282,130
282,130
282,131
282,131
281,131
281,131
280,131
280,131
280,131
280,131
281,131
281,131
280,131
280,131
280,131
279,131
279,130
279,130
278,131
279,130
278,130
278,130
279,130
279,130
279,130
279,130
279,130
279,130
279,130
279,130
278,131
278,130
279,130
279,130
279,130
278,131
278,131
278,131
277,131
278,131
277,131
277,131
277,131
277,131
276,131
277,131
277,131
277,131
277,131
277,131
277,131
277,131
276,132
276,132
276,132
275,132
275,132
275,132
275,132
275,132
275,132
275,131
275,131
275,131
275,131
275,131
274,131
275,131
274,132
274,132
274,132
274,132
273,132
273,132
273,132
273,132
272,132
271,132
272,132
272,132
273,132
273,131
273,131
273,131
273,131
273,131
273,131
273,131
273,131
272,130
273,131
272,130
273,131
272,131
272,132
272,132
272,133
271,133
